Comment

Detector model,Serial number,Logging start date/time,Logging interval (value),Logging interval (unit),Number of log data
XP-3340II,20100004,2025/07/25 11:20:04,1,1 sec.,9311

full scale,Concentration unit,Gas name,AL1 set value,AL2 set value
100,Vol%,Hydrogen,0.0,100.0

time,Temperature,Humidity,Sensor1 AL1,Sensor1 AL2,Sensor1 Error,Sensor1 Reference concentration,Sensor1 Overrange,Sensor1 Gas concentration
2025/07/25 11:51:18.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:19.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:20.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:21.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:22.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:23.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:24.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:25.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:26.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:27.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:28.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:29.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:30.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:31.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:32.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:33.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:34.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:35.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:36.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:37.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:38.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:39.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:40.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:41.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:42.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:43.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:44.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:45.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:46.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:47.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:48.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:49.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:50.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:51.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:52.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:53.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:54.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:55.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:56.000,21,54,0,0,0,0,0,0
2025/07/25 11:51:57.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:58.000,21,55,0,0,0,0,0,0
2025/07/25 11:51:59.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:00.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:01.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:02.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:03.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:04.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:05.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:06.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:07.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:08.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:09.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:10.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:11.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:12.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:13.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:14.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:15.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:16.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:17.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:18.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:19.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:20.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:21.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:22.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:23.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:24.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:25.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:26.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:27.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:28.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:29.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:30.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:31.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:32.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:33.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:34.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:35.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:36.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:37.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:38.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:39.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:40.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:41.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:42.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:43.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:44.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:45.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:46.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:47.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:48.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:49.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:50.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:51.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:52.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:53.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:54.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:55.000,21,55,0,0,0,0,0,0
2025/07/25 11:52:56.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:57.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:58.000,21,54,0,0,0,0,0,0
2025/07/25 11:52:59.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:00.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:01.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:02.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:03.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:04.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:05.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:06.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:07.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:08.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:09.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:10.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:11.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:12.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:13.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:14.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:15.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:16.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:17.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:18.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:19.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:20.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:21.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:22.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:23.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:24.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:25.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:26.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:27.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:28.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:29.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:30.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:31.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:32.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:33.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:34.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:35.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:36.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:37.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:38.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:39.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:40.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:41.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:42.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:43.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:44.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:45.000,21,54,0,0,0,0,0,0
2025/07/25 11:53:46.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:47.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:48.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:49.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:50.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:51.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:52.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:53.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:54.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:55.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:56.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:57.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:58.000,21,55,0,0,0,0,0,0
2025/07/25 11:53:59.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:00.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:01.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:02.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:03.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:04.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:05.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:06.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:07.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:08.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:09.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:10.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:11.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:12.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:13.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:14.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:15.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:16.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:17.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:18.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:19.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:20.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:21.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:22.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:23.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:24.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:25.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:26.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:27.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:28.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:29.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:30.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:31.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:32.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:33.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:34.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:35.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:36.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:37.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:38.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:39.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:40.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:41.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:42.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:43.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:44.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:45.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:46.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:47.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:48.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:49.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:50.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:51.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:52.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:53.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:54.000,21,54,0,0,0,0,0,0
2025/07/25 11:54:55.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:56.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:57.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:58.000,21,55,0,0,0,0,0,0
2025/07/25 11:54:59.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:00.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:01.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:02.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:03.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:04.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:05.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:06.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:07.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:08.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:09.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:10.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:11.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:12.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:13.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:14.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:15.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:16.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:17.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:18.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:19.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:20.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:21.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:22.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:23.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:24.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:25.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:26.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:27.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:28.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:29.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:30.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:31.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:32.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:33.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:34.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:35.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:36.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:37.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:38.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:39.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:40.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:41.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:42.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:43.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:44.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:45.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:46.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:47.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:48.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:49.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:50.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:51.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:52.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:53.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:54.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:55.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:56.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:57.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:58.000,21,55,0,0,0,0,0,0
2025/07/25 11:55:59.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:00.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:01.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:02.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:03.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:04.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:05.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:06.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:07.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:08.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:09.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:10.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:11.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:12.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:13.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:14.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:15.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:16.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:17.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:18.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:19.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:20.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:21.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:22.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:23.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:24.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:25.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:26.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:27.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:28.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:29.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:30.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:31.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:32.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:33.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:34.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:35.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:36.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:37.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:38.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:39.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:40.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:41.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:42.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:43.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:44.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:45.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:46.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:47.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:48.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:49.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:50.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:51.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:52.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:53.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:54.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:55.000,21,56,0,0,0,0,0,0
2025/07/25 11:56:56.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:57.000,21,55,0,0,0,0,0,0
2025/07/25 11:56:58.000,21,56,0,0,0,0,0,0
2025/07/25 11:56:59.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:00.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:01.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:02.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:03.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:04.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:05.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:06.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:07.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:08.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:09.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:10.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:11.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:12.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:13.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:14.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:15.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:16.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:17.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:18.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:19.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:20.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:21.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:22.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:23.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:24.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:25.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:26.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:27.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:28.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:29.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:30.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:31.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:32.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:33.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:34.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:35.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:36.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:37.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:38.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:39.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:40.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:41.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:42.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:43.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:44.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:45.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:46.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:47.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:48.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:49.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:50.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:51.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:52.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:53.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:54.000,21,55,0,0,0,0,0,0
2025/07/25 11:57:55.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:56.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:57.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:58.000,21,56,0,0,0,0,0,0
2025/07/25 11:57:59.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:00.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:01.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:02.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:03.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:04.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:05.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:06.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:07.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:08.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:09.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:10.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:11.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:12.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:13.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:14.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:15.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:16.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:17.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:18.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:19.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:20.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:21.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:22.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:23.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:24.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:25.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:26.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:27.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:28.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:29.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:30.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:31.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:32.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:33.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:34.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:35.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:36.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:37.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:38.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:39.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:40.000,21,56,0,0,0,0,0,0
2025/07/25 11:58:41.000,21,56,0,0,0,0,0,0
